STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065465,"AXIM, GH",2021-01-21,NA,85,87,NA
GHM00065465,"AXIM, GH",2021-01-22,NA,82,87,77
GHM00065465,"AXIM, GH",2021-01-23,NA,82,85,79
GHM00065465,"AXIM, GH",2021-01-24,NA,79,85,75
GHM00065465,"AXIM, GH",2021-01-25,NA,81,85,76
GHM00065465,"AXIM, GH",2021-01-26,NA,83,86,NA
GHM00065465,"AXIM, GH",2021-01-27,NA,82,87,79
GHM00065465,"AXIM, GH",2021-01-28,NA,84,89,80
GHM00065465,"AXIM, GH",2021-01-29,NA,83,88,NA
GHM00065465,"AXIM, GH",2021-01-30,NA,81,88,74
GHM00065465,"AXIM, GH",2021-01-31,NA,84,88,80
GHM00065465,"AXIM, GH",2021-02-01,NA,85,89,NA
GHM00065465,"AXIM, GH",2021-02-02,NA,85,89,81
GHM00065465,"AXIM, GH",2021-02-03,NA,84,89,81
GHM00065465,"AXIM, GH",2021-02-04,NA,85,88,82
GHM00065465,"AXIM, GH",2021-02-06,NA,87,89,NA
GHM00065465,"AXIM, GH",2021-02-07,NA,86,89,NA
GHM00065465,"AXIM, GH",2021-02-14,NA,84,89,NA
GHM00065465,"AXIM, GH",2021-02-15,1.02,83,89,76
GHM00065465,"AXIM, GH",2021-02-16,0,84,NA,NA
GHM00065465,"AXIM, GH",2021-02-17,NA,82,89,77
GHM00065465,"AXIM, GH",2021-03-03,NA,86,90,82
GHM00065465,"AXIM, GH",2021-03-04,NA,85,90,NA
GHM00065465,"AXIM, GH",2021-03-05,NA,86,91,81
GHM00065465,"AXIM, GH",2021-03-06,0.31,83,89,77
GHM00065465,"AXIM, GH",2021-03-07,0,83,89,79
GHM00065465,"AXIM, GH",2021-03-08,NA,83,90,82
GHM00065465,"AXIM, GH",2021-03-09,NA,84,89,NA
GHM00065465,"AXIM, GH",2021-03-10,NA,81,89,77
GHM00065465,"AXIM, GH",2021-03-12,NA,86,89,NA
GHM00065465,"AXIM, GH",2021-03-13,NA,82,NA,77
GHM00065465,"AXIM, GH",2021-03-14,NA,82,86,78
GHM00065465,"AXIM, GH",2021-03-21,NA,83,87,77
GHM00065465,"AXIM, GH",2021-03-23,0.01,82,87,76
GHM00065465,"AXIM, GH",2021-03-24,0,82,NA,NA
GHM00065465,"AXIM, GH",2021-03-25,0.91,83,87,71
GHM00065465,"AXIM, GH",2021-03-26,0,81,NA,75
GHM00065465,"AXIM, GH",2021-04-02,NA,86,90,82
GHM00065465,"AXIM, GH",2021-04-03,NA,85,90,NA
GHM00065465,"AXIM, GH",2021-04-10,NA,84,90,75
GHM00065465,"AXIM, GH",2021-04-12,NA,84,89,80
GHM00065465,"AXIM, GH",2021-04-14,NA,83,90,78
GHM00065465,"AXIM, GH",2021-04-15,NA,85,90,80
GHM00065465,"AXIM, GH",2021-04-17,0.79,81,89,74
GHM00065465,"AXIM, GH",2021-04-18,0.16,82,89,74
GHM00065465,"AXIM, GH",2021-04-19,0,80,88,75
GHM00065465,"AXIM, GH",2021-04-20,NA,84,90,77
GHM00065465,"AXIM, GH",2021-04-21,NA,86,90,80
GHM00065465,"AXIM, GH",2021-04-22,NA,82,NA,NA
GHM00065465,"AXIM, GH",2021-04-23,NA,83,89,NA
GHM00065465,"AXIM, GH",2021-04-24,0.12,85,89,82
GHM00065465,"AXIM, GH",2021-04-25,0.35,81,87,75
GHM00065465,"AXIM, GH",2021-05-03,NA,83,88,NA
GHM00065465,"AXIM, GH",2021-05-04,NA,80,85,75
GHM00065465,"AXIM, GH",2021-05-05,NA,80,89,77
GHM00065465,"AXIM, GH",2021-05-06,0.08,83,88,78
GHM00065465,"AXIM, GH",2021-05-07,0.24,83,87,81
GHM00065465,"AXIM, GH",2021-05-08,0,81,83,NA
GHM00065465,"AXIM, GH",2021-05-09,NA,80,87,75
GHM00065465,"AXIM, GH",2021-05-10,0.04,81,88,76
GHM00065465,"AXIM, GH",2021-05-12,NA,84,89,81
GHM00065465,"AXIM, GH",2021-05-13,NA,85,89,NA
GHM00065465,"AXIM, GH",2021-05-14,NA,85,90,81
GHM00065465,"AXIM, GH",2021-05-15,NA,83,89,79
GHM00065465,"AXIM, GH",2021-05-18,NA,84,NA,NA
GHM00065465,"AXIM, GH",2021-05-20,NA,83,89,77
GHM00065465,"AXIM, GH",2021-05-21,NA,82,85,NA
GHM00065465,"AXIM, GH",2021-05-22,NA,82,88,76
GHM00065465,"AXIM, GH",2021-05-23,NA,80,86,76
GHM00065465,"AXIM, GH",2021-05-24,NA,81,87,76
GHM00065465,"AXIM, GH",2021-05-25,NA,82,86,76
GHM00065465,"AXIM, GH",2021-05-26,NA,84,88,79
GHM00065465,"AXIM, GH",2021-05-27,NA,84,89,NA
GHM00065465,"AXIM, GH",2021-05-28,0.16,84,89,79
GHM00065465,"AXIM, GH",2021-05-29,0,83,88,78
GHM00065465,"AXIM, GH",2021-05-30,NA,83,88,79
GHM00065465,"AXIM, GH",2021-06-01,NA,84,87,76
GHM00065465,"AXIM, GH",2021-06-02,NA,84,87,NA
GHM00065465,"AXIM, GH",2021-06-03,NA,83,87,78
GHM00065465,"AXIM, GH",2021-06-04,NA,83,NA,80
GHM00065465,"AXIM, GH",2021-06-09,NA,82,87,NA
GHM00065465,"AXIM, GH",2021-06-11,0.03,78,81,NA
GHM00065465,"AXIM, GH",2021-06-12,0,83,87,NA
GHM00065465,"AXIM, GH",2021-06-13,NA,81,87,76
GHM00065465,"AXIM, GH",2021-06-14,NA,83,88,78
GHM00065465,"AXIM, GH",2021-06-18,NA,83,87,80
GHM00065465,"AXIM, GH",2021-06-22,NA,81,85,NA
GHM00065465,"AXIM, GH",2021-06-26,0.08,78,84,NA
GHM00065465,"AXIM, GH",2021-06-28,NA,80,85,75
GHM00065465,"AXIM, GH",2021-07-09,0.12,80,84,75
GHM00065465,"AXIM, GH",2021-07-12,NA,81,84,NA
GHM00065465,"AXIM, GH",2021-07-13,NA,81,NA,78
GHM00065465,"AXIM, GH",2021-07-18,NA,79,84,77
GHM00065465,"AXIM, GH",2021-07-19,NA,79,83,77
GHM00065465,"AXIM, GH",2021-07-20,NA,79,84,77
GHM00065465,"AXIM, GH",2021-07-22,NA,81,83,NA
GHM00065465,"AXIM, GH",2021-07-23,NA,81,85,NA
GHM00065465,"AXIM, GH",2021-07-24,NA,78,84,77
GHM00065465,"AXIM, GH",2021-07-29,NA,77,84,73
GHM00065465,"AXIM, GH",2021-07-30,NA,78,NA,77
GHM00065465,"AXIM, GH",2021-07-31,0.31,79,83,76
GHM00065465,"AXIM, GH",2021-08-03,NA,80,84,78
GHM00065465,"AXIM, GH",2021-08-04,NA,79,84,78
GHM00065465,"AXIM, GH",2021-08-10,NA,81,83,NA
GHM00065465,"AXIM, GH",2021-08-11,NA,81,84,NA
GHM00065465,"AXIM, GH",2021-08-12,NA,84,NA,NA
GHM00065465,"AXIM, GH",2021-08-13,NA,79,84,75
GHM00065465,"AXIM, GH",2021-08-14,NA,80,86,76
GHM00065465,"AXIM, GH",2021-08-15,NA,80,84,76
GHM00065465,"AXIM, GH",2021-08-16,NA,79,84,NA
GHM00065465,"AXIM, GH",2021-08-18,NA,79,84,77
GHM00065465,"AXIM, GH",2021-08-20,NA,78,85,NA
GHM00065465,"AXIM, GH",2021-08-22,NA,77,79,NA
GHM00065465,"AXIM, GH",2021-08-23,NA,77,82,74
GHM00065465,"AXIM, GH",2021-08-26,NA,81,84,NA
GHM00065465,"AXIM, GH",2021-08-27,NA,80,83,77
GHM00065465,"AXIM, GH",2021-08-28,NA,79,83,NA
GHM00065465,"AXIM, GH",2021-08-30,0.47,79,82,75
GHM00065465,"AXIM, GH",2021-08-31,0,80,84,NA
GHM00065465,"AXIM, GH",2021-09-01,0.16,79,83,75
GHM00065465,"AXIM, GH",2021-09-02,0.03,79,83,77
GHM00065465,"AXIM, GH",2021-09-03,0,79,NA,NA
GHM00065465,"AXIM, GH",2021-09-04,0.02,79,84,76
GHM00065465,"AXIM, GH",2021-09-05,0,79,82,NA
GHM00065465,"AXIM, GH",2021-09-06,NA,78,81,NA
GHM00065465,"AXIM, GH",2021-09-09,NA,80,85,NA
GHM00065465,"AXIM, GH",2021-09-10,0.08,79,NA,75
GHM00065465,"AXIM, GH",2021-09-11,0.08,80,84,77
GHM00065465,"AXIM, GH",2021-09-16,0.51,79,83,74
GHM00065465,"AXIM, GH",2021-09-17,0.02,78,NA,NA
GHM00065465,"AXIM, GH",2021-09-18,0.51,76,81,74
GHM00065465,"AXIM, GH",2021-09-19,0.16,78,83,NA
GHM00065465,"AXIM, GH",2021-09-20,0,79,NA,74
GHM00065465,"AXIM, GH",2021-09-22,0.08,80,NA,77
GHM00065465,"AXIM, GH",2021-09-24,NA,82,85,NA
GHM00065465,"AXIM, GH",2021-09-25,NA,80,85,77
GHM00065465,"AXIM, GH",2021-09-26,0.55,76,80,75
GHM00065465,"AXIM, GH",2021-09-27,0,80,NA,75
GHM00065465,"AXIM, GH",2021-09-29,0.01,79,84,75
GHM00065465,"AXIM, GH",2021-09-30,0,82,85,NA
GHM00065465,"AXIM, GH",2021-10-05,NA,83,NA,NA
GHM00065465,"AXIM, GH",2021-10-06,NA,81,NA,78
GHM00065465,"AXIM, GH",2021-10-07,0.39,78,82,76
GHM00065465,"AXIM, GH",2021-10-08,0,80,NA,75
GHM00065465,"AXIM, GH",2021-10-09,NA,81,85,79
GHM00065465,"AXIM, GH",2021-10-14,0.04,82,87,79
GHM00065465,"AXIM, GH",2021-10-15,0,80,NA,78
GHM00065465,"AXIM, GH",2021-10-16,NA,82,87,79
GHM00065465,"AXIM, GH",2021-10-17,NA,83,87,NA
GHM00065465,"AXIM, GH",2021-10-18,NA,83,NA,80
GHM00065465,"AXIM, GH",2021-10-19,NA,82,88,NA
GHM00065465,"AXIM, GH",2021-10-21,0.08,86,NA,79
GHM00065465,"AXIM, GH",2021-10-22,1.34,79,84,75
GHM00065465,"AXIM, GH",2021-10-26,1.89,79,91,NA
GHM00065465,"AXIM, GH",2021-10-27,0,80,NA,71
GHM00065465,"AXIM, GH",2021-10-28,NA,80,87,76
GHM00065465,"AXIM, GH",2021-10-29,NA,82,87,75
GHM00065465,"AXIM, GH",2021-10-30,0.12,82,87,78
GHM00065465,"AXIM, GH",2021-10-31,1.3,82,87,77
GHM00065465,"AXIM, GH",2021-11-01,1.06,81,87,71
GHM00065465,"AXIM, GH",2021-11-03,0.71,81,88,75
GHM00065465,"AXIM, GH",2021-11-04,0,85,88,NA
GHM00065465,"AXIM, GH",2021-11-05,NA,81,NA,77
GHM00065465,"AXIM, GH",2021-11-06,0.71,81,88,72
GHM00065465,"AXIM, GH",2021-11-07,0,81,NA,76
GHM00065465,"AXIM, GH",2021-11-08,0,81,85,77
GHM00065465,"AXIM, GH",2021-11-10,0.04,80,85,76
GHM00065465,"AXIM, GH",2021-11-11,0,83,87,77
GHM00065465,"AXIM, GH",2021-11-12,0.12,83,NA,76
GHM00065465,"AXIM, GH",2021-11-13,0.02,83,89,NA
GHM00065465,"AXIM, GH",2021-11-14,0,85,89,NA
GHM00065465,"AXIM, GH",2021-11-16,0.08,82,NA,NA
GHM00065465,"AXIM, GH",2021-11-17,0.12,83,88,75
GHM00065465,"AXIM, GH",2021-11-18,0,82,NA,NA
GHM00065465,"AXIM, GH",2021-11-20,NA,78,89,NA
GHM00065465,"AXIM, GH",2021-11-21,NA,85,NA,76
GHM00065465,"AXIM, GH",2021-11-24,NA,84,90,75
GHM00065465,"AXIM, GH",2021-11-25,NA,84,90,78
GHM00065465,"AXIM, GH",2021-11-27,NA,80,90,75
GHM00065465,"AXIM, GH",2021-11-28,NA,81,NA,74
GHM00065465,"AXIM, GH",2021-11-29,2.32,81,89,71
GHM00065465,"AXIM, GH",2021-11-30,0,80,NA,75
GHM00065465,"AXIM, GH",2021-12-01,1.1,83,89,75
GHM00065465,"AXIM, GH",2021-12-02,0,83,90,78
GHM00065465,"AXIM, GH",2021-12-03,NA,84,89,76
GHM00065465,"AXIM, GH",2021-12-04,NA,86,91,NA
GHM00065465,"AXIM, GH",2021-12-06,1.06,81,89,76
GHM00065465,"AXIM, GH",2021-12-07,0,84,89,79
GHM00065465,"AXIM, GH",2021-12-08,NA,82,88,79
GHM00065465,"AXIM, GH",2021-12-09,NA,82,88,76
GHM00065465,"AXIM, GH",2021-12-10,NA,82,89,77
GHM00065465,"AXIM, GH",2021-12-11,NA,83,89,77
GHM00065465,"AXIM, GH",2021-12-13,NA,83,89,79
GHM00065465,"AXIM, GH",2021-12-14,NA,85,90,NA
GHM00065465,"AXIM, GH",2021-12-15,NA,83,89,80
GHM00065465,"AXIM, GH",2021-12-16,NA,80,NA,NA
GHM00065465,"AXIM, GH",2021-12-18,0.59,81,89,75
GHM00065465,"AXIM, GH",2021-12-19,0,85,90,NA
GHM00065465,"AXIM, GH",2021-12-20,NA,80,90,76
GHM00065465,"AXIM, GH",2021-12-21,NA,82,NA,NA
GHM00065465,"AXIM, GH",2021-12-22,NA,85,90,NA
GHM00065465,"AXIM, GH",2021-12-23,NA,81,NA,76
GHM00065465,"AXIM, GH",2022-01-17,NA,83,89,NA
GHM00065465,"AXIM, GH",2022-01-22,NA,81,89,NA
GHM00065465,"AXIM, GH",2022-01-24,NA,82,NA,76
GHM00065465,"AXIM, GH",2022-01-25,NA,79,86,76
GHM00065465,"AXIM, GH",2022-01-27,NA,82,89,76
GHM00065465,"AXIM, GH",2022-01-29,NA,80,90,76
GHM00065465,"AXIM, GH",2022-02-01,NA,83,NA,NA
GHM00065465,"AXIM, GH",2022-02-07,NA,84,90,77
GHM00065465,"AXIM, GH",2022-02-08,NA,83,90,78
GHM00065465,"AXIM, GH",2022-02-09,NA,85,90,NA
GHM00065465,"AXIM, GH",2022-02-11,NA,85,90,81
GHM00065465,"AXIM, GH",2022-02-12,NA,85,90,82
GHM00065465,"AXIM, GH",2022-02-13,0.08,84,88,80
GHM00065465,"AXIM, GH",2022-02-16,NA,85,90,NA
GHM00065465,"AXIM, GH",2022-02-26,NA,84,89,80
GHM00065465,"AXIM, GH",2022-02-27,NA,85,90,NA
GHM00065465,"AXIM, GH",2022-02-28,NA,82,87,77
GHM00065465,"AXIM, GH",2022-03-01,NA,81,87,78
GHM00065465,"AXIM, GH",2022-03-02,NA,80,NA,NA
GHM00065465,"AXIM, GH",2022-03-03,NA,80,NA,NA
GHM00065465,"AXIM, GH",2022-03-04,NA,79,85,NA
GHM00065465,"AXIM, GH",2022-03-05,NA,81,87,NA
GHM00065465,"AXIM, GH",2022-03-09,NA,85,89,NA
GHM00065465,"AXIM, GH",2022-03-13,NA,85,89,NA
GHM00065465,"AXIM, GH",2022-03-14,NA,82,89,77
GHM00065465,"AXIM, GH",2022-03-15,NA,85,NA,82
GHM00065465,"AXIM, GH",2022-03-16,0.02,84,89,81
GHM00065465,"AXIM, GH",2022-03-17,0,83,90,79
GHM00065465,"AXIM, GH",2022-03-18,NA,85,90,NA
GHM00065465,"AXIM, GH",2022-03-19,NA,85,91,82
GHM00065465,"AXIM, GH",2022-03-20,NA,83,NA,80
GHM00065465,"AXIM, GH",2022-03-21,NA,84,90,81
GHM00065465,"AXIM, GH",2022-03-22,NA,84,88,78
GHM00065465,"AXIM, GH",2022-03-24,NA,84,91,NA
GHM00065465,"AXIM, GH",2022-03-26,NA,83,90,NA
GHM00065465,"AXIM, GH",2022-03-27,NA,82,89,74
GHM00065465,"AXIM, GH",2022-03-28,NA,85,90,79
GHM00065465,"AXIM, GH",2022-03-31,0.35,83,91,75
GHM00065465,"AXIM, GH",2022-04-01,0,84,91,NA
GHM00065465,"AXIM, GH",2022-04-02,NA,82,NA,NA
GHM00065465,"AXIM, GH",2022-04-03,NA,84,90,78
GHM00065465,"AXIM, GH",2022-04-04,NA,84,89,80
GHM00065465,"AXIM, GH",2022-04-05,NA,86,NA,82
GHM00065465,"AXIM, GH",2022-04-06,NA,85,NA,NA
GHM00065465,"AXIM, GH",2022-04-07,0.83,82,87,73
GHM00065465,"AXIM, GH",2022-04-10,NA,84,89,77
GHM00065465,"AXIM, GH",2022-04-11,NA,87,90,NA
GHM00065465,"AXIM, GH",2022-04-12,NA,83,88,NA
GHM00065465,"AXIM, GH",2022-04-13,1.02,79,85,72
GHM00065465,"AXIM, GH",2022-04-14,0,85,88,77
GHM00065465,"AXIM, GH",2022-04-15,0.83,81,88,73
GHM00065465,"AXIM, GH",2022-04-17,0.08,81,87,75
GHM00065465,"AXIM, GH",2022-04-18,0.04,78,83,NA
GHM00065465,"AXIM, GH",2022-04-19,0.39,81,88,73
GHM00065465,"AXIM, GH",2022-04-20,0,85,NA,81
GHM00065465,"AXIM, GH",2022-04-21,NA,81,87,NA
GHM00065465,"AXIM, GH",2022-04-22,NA,80,88,74
GHM00065465,"AXIM, GH",2022-04-23,NA,86,90,NA
GHM00065465,"AXIM, GH",2022-04-29,NA,85,88,NA
GHM00065465,"AXIM, GH",2022-05-01,0.75,82,88,77
GHM00065465,"AXIM, GH",2022-05-02,0,84,89,81
GHM00065465,"AXIM, GH",2022-05-03,NA,82,89,78
GHM00065465,"AXIM, GH",2022-05-04,NA,84,89,79
GHM00065465,"AXIM, GH",2022-05-05,1.1,80,89,73
GHM00065465,"AXIM, GH",2022-05-07,2.52,80,89,72
GHM00065465,"AXIM, GH",2022-05-09,0,83,89,NA
GHM00065465,"AXIM, GH",2022-05-12,NA,85,88,NA
GHM00065465,"AXIM, GH",2022-05-13,NA,85,89,NA
GHM00065465,"AXIM, GH",2022-05-19,0.28,83,87,79
GHM00065465,"AXIM, GH",2022-05-20,0.08,82,87,76
GHM00065465,"AXIM, GH",2022-05-21,3.74,77,84,72
GHM00065465,"AXIM, GH",2022-05-22,0,77,80,NA
GHM00065465,"AXIM, GH",2022-05-23,NA,82,87,NA
GHM00065465,"AXIM, GH",2022-05-25,0.31,79,87,74
GHM00065465,"AXIM, GH",2022-05-27,0.04,80,86,76
GHM00065465,"AXIM, GH",2022-05-28,0.01,80,88,76
GHM00065465,"AXIM, GH",2022-05-29,0.04,80,86,NA
GHM00065465,"AXIM, GH",2022-05-30,2.05,82,87,72
GHM00065465,"AXIM, GH",2022-06-01,0.55,78,86,75
GHM00065465,"AXIM, GH",2022-06-02,0,83,87,NA
GHM00065465,"AXIM, GH",2022-06-07,NA,81,87,NA
GHM00065465,"AXIM, GH",2022-06-08,NA,82,87,75
GHM00065465,"AXIM, GH",2022-06-13,NA,82,87,75
GHM00065465,"AXIM, GH",2022-06-14,NA,82,87,NA
GHM00065465,"AXIM, GH",2022-06-16,NA,81,84,NA
GHM00065465,"AXIM, GH",2022-06-18,NA,80,83,NA
GHM00065465,"AXIM, GH",2022-06-21,0.04,77,82,NA
GHM00065465,"AXIM, GH",2022-06-22,7.52,75,79,73
GHM00065465,"AXIM, GH",2022-06-23,0.71,79,85,73
GHM00065465,"AXIM, GH",2022-06-24,4.65,77,81,73
GHM00065465,"AXIM, GH",2022-06-26,1.34,80,84,75
GHM00065465,"AXIM, GH",2022-07-21,NA,80,83,NA
GHM00065465,"AXIM, GH",2022-07-23,NA,80,83,NA
GHM00065465,"AXIM, GH",2022-07-24,NA,80,83,NA
GHM00065465,"AXIM, GH",2022-07-27,NA,79,85,77
GHM00065465,"AXIM, GH",2022-07-28,NA,80,84,77
GHM00065465,"AXIM, GH",2022-07-30,NA,78,82,72
GHM00065465,"AXIM, GH",2022-08-01,NA,77,79,76
GHM00065465,"AXIM, GH",2022-08-02,NA,79,82,NA
GHM00065465,"AXIM, GH",2022-08-06,NA,78,82,71
GHM00065465,"AXIM, GH",2022-08-07,NA,80,83,NA
GHM00065465,"AXIM, GH",2022-08-09,NA,79,83,76
GHM00065465,"AXIM, GH",2022-08-11,NA,78,NA,74
GHM00065465,"AXIM, GH",2022-08-12,NA,78,82,NA
GHM00065465,"AXIM, GH",2022-08-13,NA,76,NA,NA
GHM00065465,"AXIM, GH",2022-08-14,0.12,73,76,NA
GHM00065465,"AXIM, GH",2022-08-16,0.08,77,82,72
GHM00065465,"AXIM, GH",2022-08-17,0,77,82,72
GHM00065465,"AXIM, GH",2022-08-18,NA,75,81,72
GHM00065465,"AXIM, GH",2022-08-19,NA,77,81,73
GHM00065465,"AXIM, GH",2022-08-21,NA,77,82,NA
GHM00065465,"AXIM, GH",2022-08-22,NA,78,80,NA
GHM00065465,"AXIM, GH",2022-08-23,NA,77,81,75
GHM00065465,"AXIM, GH",2022-08-24,NA,77,83,75
GHM00065465,"AXIM, GH",2022-08-25,NA,76,81,NA
GHM00065465,"AXIM, GH",2022-08-26,NA,76,82,74
GHM00065465,"AXIM, GH",2022-08-27,0.08,76,77,NA
GHM00065465,"AXIM, GH",2022-08-29,NA,78,NA,74
GHM00065465,"AXIM, GH",2022-08-31,0.01,76,82,73
GHM00065465,"AXIM, GH",2022-09-01,0,78,NA,NA
GHM00065465,"AXIM, GH",2022-09-02,0.2,77,83,74
GHM00065465,"AXIM, GH",2022-09-03,0.16,79,82,74
GHM00065465,"AXIM, GH",2022-09-05,0.08,75,79,NA
GHM00065465,"AXIM, GH",2022-09-06,0.43,77,82,73
GHM00065465,"AXIM, GH",2022-09-07,0,79,84,75
GHM00065465,"AXIM, GH",2022-09-08,NA,78,82,75
GHM00065465,"AXIM, GH",2022-09-13,NA,76,81,NA
GHM00065465,"AXIM, GH",2022-09-14,NA,78,83,74
GHM00065465,"AXIM, GH",2022-09-15,NA,79,84,76
GHM00065465,"AXIM, GH",2022-09-16,NA,78,81,NA
GHM00065465,"AXIM, GH",2022-09-17,NA,79,NA,76
GHM00065465,"AXIM, GH",2022-09-18,NA,79,83,76
GHM00065465,"AXIM, GH",2022-09-19,NA,77,79,NA
GHM00065465,"AXIM, GH",2022-09-21,0.71,78,83,75
GHM00065465,"AXIM, GH",2022-09-22,0.03,78,83,76
GHM00065465,"AXIM, GH",2022-09-23,0,79,83,76
GHM00065465,"AXIM, GH",2022-09-25,0.79,79,82,75
GHM00065465,"AXIM, GH",2022-09-26,0,78,82,NA
GHM00065465,"AXIM, GH",2022-09-27,0.04,79,83,75
GHM00065465,"AXIM, GH",2022-09-28,0.2,78,81,75
GHM00065465,"AXIM, GH",2022-09-29,0,79,83,NA
GHM00065465,"AXIM, GH",2022-09-30,0.12,78,85,75
GHM00065465,"AXIM, GH",2022-10-05,NA,80,84,77
GHM00065465,"AXIM, GH",2022-10-10,NA,79,84,NA
GHM00065465,"AXIM, GH",2022-10-11,NA,81,84,NA
GHM00065465,"AXIM, GH",2022-10-12,NA,79,NA,75
GHM00065465,"AXIM, GH",2022-10-13,NA,80,86,73
GHM00065465,"AXIM, GH",2022-10-16,NA,80,85,NA
GHM00065465,"AXIM, GH",2022-10-20,1.06,80,86,77
GHM00065465,"AXIM, GH",2022-10-21,0,81,86,NA
GHM00065465,"AXIM, GH",2022-10-22,0.08,81,87,76
GHM00065465,"AXIM, GH",2022-10-23,0.04,82,NA,79
GHM00065465,"AXIM, GH",2022-10-25,NA,80,85,NA
GHM00065465,"AXIM, GH",2022-10-27,NA,84,87,NA
GHM00065465,"AXIM, GH",2022-10-28,NA,80,87,75
GHM00065465,"AXIM, GH",2022-11-02,NA,81,88,75
GHM00065465,"AXIM, GH",2022-11-04,NA,83,88,80
GHM00065465,"AXIM, GH",2022-11-05,NA,83,88,NA
GHM00065465,"AXIM, GH",2022-11-07,NA,83,88,74
GHM00065465,"AXIM, GH",2022-11-09,1.34,82,87,75
GHM00065465,"AXIM, GH",2022-11-10,0.02,79,87,NA
GHM00065465,"AXIM, GH",2022-11-11,0.79,81,NA,73
GHM00065465,"AXIM, GH",2022-11-12,0,82,87,75
GHM00065465,"AXIM, GH",2022-11-15,NA,80,89,NA
GHM00065465,"AXIM, GH",2022-11-16,NA,80,NA,71
GHM00065465,"AXIM, GH",2022-11-17,0.31,81,88,74
GHM00065465,"AXIM, GH",2022-11-18,0,80,88,74
GHM00065465,"AXIM, GH",2022-11-19,NA,81,NA,76
GHM00065465,"AXIM, GH",2022-11-20,1.18,80,87,72
GHM00065465,"AXIM, GH",2022-11-21,0,82,88,76
GHM00065465,"AXIM, GH",2022-11-22,NA,83,88,77
GHM00065465,"AXIM, GH",2022-11-24,0.79,81,NA,74
GHM00065465,"AXIM, GH",2022-11-25,0,80,88,NA
GHM00065465,"AXIM, GH",2022-11-26,0.03,83,88,77
GHM00065465,"AXIM, GH",2022-11-27,0,82,87,77
GHM00065465,"AXIM, GH",2022-11-29,NA,81,NA,73
GHM00065465,"AXIM, GH",2022-11-30,NA,85,89,NA
GHM00065465,"AXIM, GH",2022-12-01,NA,83,NA,74
GHM00065465,"AXIM, GH",2022-12-05,NA,85,88,NA
GHM00065465,"AXIM, GH",2022-12-09,NA,86,90,NA
GHM00065465,"AXIM, GH",2022-12-11,0.01,83,NA,78
GHM00065465,"AXIM, GH",2022-12-12,0,85,89,NA
GHM00065465,"AXIM, GH",2022-12-13,0.28,81,NA,76
GHM00065465,"AXIM, GH",2022-12-14,0,84,89,78
GHM00065465,"AXIM, GH",2022-12-15,NA,82,89,NA
GHM00065465,"AXIM, GH",2022-12-16,NA,81,89,75
GHM00065465,"AXIM, GH",2022-12-17,NA,83,NA,74
GHM00065465,"AXIM, GH",2022-12-18,NA,81,NA,77
GHM00065465,"AXIM, GH",2022-12-19,0.04,79,88,NA
GHM00065465,"AXIM, GH",2022-12-21,NA,82,87,NA
GHM00065465,"AXIM, GH",2022-12-22,NA,82,88,NA
GHM00065465,"AXIM, GH",2022-12-24,NA,78,88,76
GHM00065465,"AXIM, GH",2022-12-25,NA,83,88,NA
GHM00065465,"AXIM, GH",2022-12-27,NA,81,88,74
GHM00065465,"AXIM, GH",2022-12-28,NA,80,NA,74
GHM00065465,"AXIM, GH",2022-12-30,NA,86,89,NA
GHM00065465,"AXIM, GH",2022-12-31,NA,83,NA,77
GHM00065465,"AXIM, GH",2023-01-05,NA,77,NA,73
GHM00065465,"AXIM, GH",2023-01-07,NA,85,89,NA
GHM00065465,"AXIM, GH",2023-01-09,NA,83,89,NA
GHM00065465,"AXIM, GH",2023-01-12,NA,82,89,76
GHM00065465,"AXIM, GH",2023-01-13,NA,83,89,76
GHM00065465,"AXIM, GH",2023-01-14,NA,83,91,77
GHM00065465,"AXIM, GH",2023-01-15,NA,83,89,78
GHM00065465,"AXIM, GH",2023-01-16,NA,82,NA,75
GHM00065465,"AXIM, GH",2023-01-17,NA,84,NA,78
GHM00065465,"AXIM, GH",2023-01-18,NA,87,89,NA
GHM00065465,"AXIM, GH",2023-01-19,NA,86,NA,NA
GHM00065465,"AXIM, GH",2023-01-20,NA,82,88,NA
GHM00065465,"AXIM, GH",2023-01-21,NA,83,90,75
GHM00065465,"AXIM, GH",2023-01-23,NA,81,89,75
GHM00065465,"AXIM, GH",2023-01-24,NA,84,89,77
GHM00065465,"AXIM, GH",2023-01-25,NA,83,89,78
GHM00065465,"AXIM, GH",2023-01-26,NA,83,88,80
GHM00065465,"AXIM, GH",2023-01-28,NA,85,89,NA
GHM00065465,"AXIM, GH",2023-01-29,NA,83,90,NA
GHM00065465,"AXIM, GH",2023-01-30,NA,82,NA,74
GHM00065465,"AXIM, GH",2023-01-31,NA,83,NA,81
GHM00065465,"AXIM, GH",2023-02-02,NA,84,89,77
GHM00065465,"AXIM, GH",2023-02-07,0,82,88,76
GHM00065465,"AXIM, GH",2023-02-08,0,84,88,NA
GHM00065465,"AXIM, GH",2023-02-09,NA,83,87,76
GHM00065465,"AXIM, GH",2023-02-10,NA,84,89,76
GHM00065465,"AXIM, GH",2023-02-11,NA,83,90,80
GHM00065465,"AXIM, GH",2023-02-12,NA,83,90,79
GHM00065465,"AXIM, GH",2023-02-13,NA,86,90,81
