STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065442,"KUMASI, GH",2014-08-23,NA,75,NA,71
GHM00065442,"KUMASI, GH",2014-08-24,NA,79,85,NA
GHM00065442,"KUMASI, GH",2014-08-25,0,78,85,72
GHM00065442,"KUMASI, GH",2014-08-27,1.02,75,82,68
GHM00065442,"KUMASI, GH",2014-08-28,0,79,85,NA
GHM00065442,"KUMASI, GH",2014-08-29,NA,75,NA,72
GHM00065442,"KUMASI, GH",2014-08-30,0,78,85,72
GHM00065442,"KUMASI, GH",2014-09-02,NA,79,85,NA
GHM00065442,"KUMASI, GH",2014-09-03,NA,78,86,72
GHM00065442,"KUMASI, GH",2014-09-07,NA,81,87,NA
GHM00065442,"KUMASI, GH",2014-09-08,NA,75,NA,72
GHM00065442,"KUMASI, GH",2014-09-09,NA,76,85,72
GHM00065442,"KUMASI, GH",2014-09-10,NA,78,82,NA
GHM00065442,"KUMASI, GH",2014-09-11,NA,76,NA,73
GHM00065442,"KUMASI, GH",2014-09-12,NA,77,86,NA
GHM00065442,"KUMASI, GH",2014-09-15,NA,77,84,73
GHM00065442,"KUMASI, GH",2014-09-16,0,74,79,73
GHM00065442,"KUMASI, GH",2014-09-17,0.12,77,83,72
GHM00065442,"KUMASI, GH",2014-09-18,0,77,NA,73
GHM00065442,"KUMASI, GH",2014-09-19,0.39,77,87,72
GHM00065442,"KUMASI, GH",2014-09-21,NA,79,NA,NA
GHM00065442,"KUMASI, GH",2014-09-23,0,76,85,73
GHM00065442,"KUMASI, GH",2014-09-24,0.67,73,84,72
GHM00065442,"KUMASI, GH",2014-09-25,1.14,75,NA,73
GHM00065442,"KUMASI, GH",2014-09-26,0,78,NA,73
GHM00065442,"KUMASI, GH",2014-09-27,NA,78,84,NA
GHM00065442,"KUMASI, GH",2014-09-28,0.01,78,NA,73
GHM00065442,"KUMASI, GH",2014-09-29,0.02,79,88,72
GHM00065442,"KUMASI, GH",2014-10-01,0,76,NA,70
GHM00065442,"KUMASI, GH",2014-10-02,0,79,86,72
GHM00065442,"KUMASI, GH",2014-10-03,0,78,NA,NA
GHM00065442,"KUMASI, GH",2014-10-06,NA,79,87,73
GHM00065442,"KUMASI, GH",2014-10-07,NA,81,89,NA
GHM00065442,"KUMASI, GH",2014-10-08,NA,76,NA,74
GHM00065442,"KUMASI, GH",2014-10-09,NA,80,89,73
GHM00065442,"KUMASI, GH",2014-10-12,NA,79,89,NA
GHM00065442,"KUMASI, GH",2014-10-13,0,78,86,73
GHM00065442,"KUMASI, GH",2014-10-14,NA,81,89,73
GHM00065442,"KUMASI, GH",2014-10-16,NA,78,NA,74
GHM00065442,"KUMASI, GH",2014-10-18,0.71,78,NA,70
GHM00065442,"KUMASI, GH",2014-10-19,1.81,77,85,69
GHM00065442,"KUMASI, GH",2014-10-21,NA,79,90,73
GHM00065442,"KUMASI, GH",2014-10-23,NA,78,NA,74
GHM00065442,"KUMASI, GH",2014-10-24,NA,80,88,74
GHM00065442,"KUMASI, GH",2014-10-25,NA,78,NA,74
GHM00065442,"KUMASI, GH",2014-10-26,0.39,77,83,NA
GHM00065442,"KUMASI, GH",2014-10-27,0,81,86,NA
GHM00065442,"KUMASI, GH",2014-10-31,NA,79,NA,NA
GHM00065442,"KUMASI, GH",2014-11-02,NA,82,90,NA
GHM00065442,"KUMASI, GH",2014-11-03,NA,77,NA,NA
GHM00065442,"KUMASI, GH",2014-11-11,NA,77,NA,NA
GHM00065442,"KUMASI, GH",2014-11-17,NA,77,NA,NA
GHM00065442,"KUMASI, GH",2014-11-22,NA,76,NA,NA
GHM00065442,"KUMASI, GH",2014-11-23,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2014-11-26,NA,83,90,NA
GHM00065442,"KUMASI, GH",2014-11-27,NA,81,NA,NA
GHM00065442,"KUMASI, GH",2014-11-30,NA,83,90,NA
GHM00065442,"KUMASI, GH",2014-12-01,NA,80,89,NA
GHM00065442,"KUMASI, GH",2014-12-02,NA,78,NA,NA
GHM00065442,"KUMASI, GH",2014-12-03,NA,80,NA,NA
GHM00065442,"KUMASI, GH",2014-12-06,NA,84,90,NA
GHM00065442,"KUMASI, GH",2014-12-07,NA,78,NA,NA
GHM00065442,"KUMASI, GH",2014-12-08,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2014-12-12,0,79,89,72
GHM00065442,"KUMASI, GH",2014-12-16,NA,80,88,74
GHM00065442,"KUMASI, GH",2014-12-17,0,81,NA,75
GHM00065442,"KUMASI, GH",2014-12-18,0.04,83,NA,71
GHM00065442,"KUMASI, GH",2014-12-21,NA,82,90,NA
GHM00065442,"KUMASI, GH",2014-12-23,NA,80,NA,72
GHM00065442,"KUMASI, GH",2014-12-26,NA,81,91,69
GHM00065442,"KUMASI, GH",2014-12-29,NA,81,90,NA
GHM00065442,"KUMASI, GH",2014-12-30,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2015-01-01,NA,78,NA,69
GHM00065442,"KUMASI, GH",2015-01-04,NA,85,91,NA
GHM00065442,"KUMASI, GH",2015-01-16,NA,82,92,NA
GHM00065442,"KUMASI, GH",2015-01-19,NA,80,NA,74
GHM00065442,"KUMASI, GH",2015-01-21,NA,81,NA,75
GHM00065442,"KUMASI, GH",2015-01-22,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2015-01-23,NA,81,NA,75
GHM00065442,"KUMASI, GH",2015-01-24,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-01-25,NA,82,NA,76
GHM00065442,"KUMASI, GH",2015-01-26,NA,81,NA,75
GHM00065442,"KUMASI, GH",2015-01-27,NA,80,NA,70
GHM00065442,"KUMASI, GH",2015-01-29,NA,87,NA,NA
GHM00065442,"KUMASI, GH",2015-01-30,NA,84,NA,76
GHM00065442,"KUMASI, GH",2015-01-31,NA,83,NA,76
GHM00065442,"KUMASI, GH",2015-02-01,NA,82,NA,75
GHM00065442,"KUMASI, GH",2015-02-02,NA,82,NA,77
GHM00065442,"KUMASI, GH",2015-02-05,0.02,82,NA,76
GHM00065442,"KUMASI, GH",2015-02-06,0,79,NA,NA
GHM00065442,"KUMASI, GH",2015-02-07,0,82,NA,NA
GHM00065442,"KUMASI, GH",2015-02-08,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-02-09,NA,84,NA,76
GHM00065442,"KUMASI, GH",2015-02-10,NA,80,NA,77
GHM00065442,"KUMASI, GH",2015-02-11,NA,78,NA,NA
GHM00065442,"KUMASI, GH",2015-02-12,0.47,83,NA,72
GHM00065442,"KUMASI, GH",2015-02-13,0,84,NA,NA
GHM00065442,"KUMASI, GH",2015-02-14,NA,84,NA,76
GHM00065442,"KUMASI, GH",2015-02-15,NA,80,NA,75
GHM00065442,"KUMASI, GH",2015-02-16,NA,79,NA,75
GHM00065442,"KUMASI, GH",2015-02-17,NA,80,NA,NA
GHM00065442,"KUMASI, GH",2015-02-18,NA,83,NA,NA
GHM00065442,"KUMASI, GH",2015-02-19,NA,81,NA,76
GHM00065442,"KUMASI, GH",2015-02-20,NA,81,NA,75
GHM00065442,"KUMASI, GH",2015-02-21,NA,81,NA,75
GHM00065442,"KUMASI, GH",2015-02-23,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-02-24,NA,85,NA,74
GHM00065442,"KUMASI, GH",2015-02-25,NA,85,NA,NA
GHM00065442,"KUMASI, GH",2015-02-26,NA,80,NA,NA
GHM00065442,"KUMASI, GH",2015-02-27,NA,79,NA,73
GHM00065442,"KUMASI, GH",2015-02-28,NA,86,NA,NA
GHM00065442,"KUMASI, GH",2015-03-01,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-03-02,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-03-03,NA,83,NA,75
GHM00065442,"KUMASI, GH",2015-03-04,NA,81,98,76
GHM00065442,"KUMASI, GH",2015-03-06,NA,83,94,74
GHM00065442,"KUMASI, GH",2015-03-07,NA,82,NA,75
GHM00065442,"KUMASI, GH",2015-03-08,NA,82,NA,75
GHM00065442,"KUMASI, GH",2015-03-09,0,82,NA,76
GHM00065442,"KUMASI, GH",2015-03-10,0,87,97,NA
GHM00065442,"KUMASI, GH",2015-03-11,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-03-13,2.48,78,NA,65
GHM00065442,"KUMASI, GH",2015-03-14,0,81,NA,NA
GHM00065442,"KUMASI, GH",2015-03-15,NA,86,95,NA
GHM00065442,"KUMASI, GH",2015-03-16,NA,83,92,NA
GHM00065442,"KUMASI, GH",2015-03-17,NA,81,92,NA
GHM00065442,"KUMASI, GH",2015-03-20,NA,87,95,76
GHM00065442,"KUMASI, GH",2015-03-21,NA,80,91,NA
GHM00065442,"KUMASI, GH",2015-03-22,0.83,78,86,71
GHM00065442,"KUMASI, GH",2015-03-31,NA,82,88,NA
GHM00065442,"KUMASI, GH",2015-04-01,NA,81,NA,74
GHM00065442,"KUMASI, GH",2015-04-02,NA,83,NA,NA
GHM00065442,"KUMASI, GH",2015-04-03,NA,83,94,76
GHM00065442,"KUMASI, GH",2015-04-04,NA,82,90,NA
GHM00065442,"KUMASI, GH",2015-04-05,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-04-06,1.61,79,NA,71
GHM00065442,"KUMASI, GH",2015-04-07,0,86,NA,NA
GHM00065442,"KUMASI, GH",2015-04-09,NA,81,91,NA
GHM00065442,"KUMASI, GH",2015-04-10,NA,80,NA,73
GHM00065442,"KUMASI, GH",2015-04-13,NA,79,92,72
GHM00065442,"KUMASI, GH",2015-04-14,NA,85,92,NA
GHM00065442,"KUMASI, GH",2015-04-15,NA,85,94,NA
GHM00065442,"KUMASI, GH",2015-04-17,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2015-04-19,NA,85,NA,NA
GHM00065442,"KUMASI, GH",2015-04-20,0.55,77,91,71
GHM00065442,"KUMASI, GH",2015-04-21,0.98,78,NA,70
GHM00065442,"KUMASI, GH",2015-04-22,0,81,NA,NA
GHM00065442,"KUMASI, GH",2015-04-23,NA,77,90,NA
GHM00065442,"KUMASI, GH",2015-04-24,NA,83,92,NA
GHM00065442,"KUMASI, GH",2015-04-25,NA,81,90,76
GHM00065442,"KUMASI, GH",2015-04-26,NA,83,NA,75
GHM00065442,"KUMASI, GH",2015-04-27,NA,83,NA,73
GHM00065442,"KUMASI, GH",2015-04-28,NA,81,92,NA
GHM00065442,"KUMASI, GH",2015-04-29,NA,85,93,NA
GHM00065442,"KUMASI, GH",2015-04-30,NA,84,93,77
GHM00065442,"KUMASI, GH",2015-05-01,NA,80,NA,NA
GHM00065442,"KUMASI, GH",2015-05-02,NA,85,92,NA
GHM00065442,"KUMASI, GH",2015-05-03,NA,77,NA,NA
GHM00065442,"KUMASI, GH",2015-05-04,NA,80,85,NA
GHM00065442,"KUMASI, GH",2015-05-05,NA,80,90,NA
GHM00065442,"KUMASI, GH",2015-05-06,0.08,80,NA,72
GHM00065442,"KUMASI, GH",2015-05-07,0,82,NA,74
GHM00065442,"KUMASI, GH",2015-05-08,NA,84,93,NA
GHM00065442,"KUMASI, GH",2015-05-10,NA,81,90,NA
GHM00065442,"KUMASI, GH",2015-05-11,NA,82,NA,76
GHM00065442,"KUMASI, GH",2015-05-12,NA,85,NA,76
GHM00065442,"KUMASI, GH",2015-05-13,0.12,81,NA,72
GHM00065442,"KUMASI, GH",2015-05-15,NA,84,91,NA
GHM00065442,"KUMASI, GH",2015-05-16,NA,83,93,75
GHM00065442,"KUMASI, GH",2015-05-17,NA,83,NA,76
GHM00065442,"KUMASI, GH",2015-05-18,1.1,80,89,71
GHM00065442,"KUMASI, GH",2015-05-19,0.04,83,89,74
GHM00065442,"KUMASI, GH",2015-05-20,0,82,NA,NA
GHM00065442,"KUMASI, GH",2015-05-21,0.12,80,90,71
GHM00065442,"KUMASI, GH",2015-05-22,0,81,NA,NA
GHM00065442,"KUMASI, GH",2015-05-23,1.06,77,NA,70
GHM00065442,"KUMASI, GH",2015-05-24,0.55,79,86,72
GHM00065442,"KUMASI, GH",2015-05-25,0,83,90,75
GHM00065442,"KUMASI, GH",2015-05-26,NA,81,NA,75
GHM00065442,"KUMASI, GH",2015-05-27,NA,83,NA,76
GHM00065442,"KUMASI, GH",2015-05-30,NA,82,90,73
GHM00065442,"KUMASI, GH",2015-06-03,2.99,78,NA,69
GHM00065442,"KUMASI, GH",2015-06-05,0,75,81,72
GHM00065442,"KUMASI, GH",2015-06-06,0.75,78,85,69
GHM00065442,"KUMASI, GH",2015-06-07,0,75,NA,68
GHM00065442,"KUMASI, GH",2015-06-08,NA,76,86,NA
GHM00065442,"KUMASI, GH",2015-06-09,NA,79,85,NA
GHM00065442,"KUMASI, GH",2015-06-11,NA,80,87,73
GHM00065442,"KUMASI, GH",2015-06-13,0.51,79,89,70
GHM00065442,"KUMASI, GH",2015-06-15,0.24,79,86,72
GHM00065442,"KUMASI, GH",2015-06-16,0,80,85,74
GHM00065442,"KUMASI, GH",2015-06-18,NA,80,88,75
GHM00065442,"KUMASI, GH",2015-06-21,0.98,78,86,69
GHM00065442,"KUMASI, GH",2015-06-23,NA,80,87,NA
GHM00065442,"KUMASI, GH",2015-06-24,NA,80,86,74
GHM00065442,"KUMASI, GH",2015-06-25,NA,79,87,NA
GHM00065442,"KUMASI, GH",2015-06-26,NA,81,87,74
GHM00065442,"KUMASI, GH",2015-06-28,NA,77,NA,NA
GHM00065442,"KUMASI, GH",2015-06-30,0.2,79,87,70
GHM00065442,"KUMASI, GH",2015-07-01,0,82,87,NA
GHM00065442,"KUMASI, GH",2015-07-02,NA,77,NA,NA
GHM00065442,"KUMASI, GH",2015-07-03,NA,77,81,NA
GHM00065442,"KUMASI, GH",2015-07-04,NA,79,85,NA
GHM00065442,"KUMASI, GH",2015-07-06,NA,80,87,74
GHM00065442,"KUMASI, GH",2015-07-09,0.94,80,NA,74
GHM00065442,"KUMASI, GH",2015-07-10,0.2,78,87,NA
GHM00065442,"KUMASI, GH",2015-07-11,0.91,78,NA,69
GHM00065442,"KUMASI, GH",2015-07-16,NA,76,NA,73
GHM00065442,"KUMASI, GH",2015-07-22,NA,80,NA,NA
GHM00065442,"KUMASI, GH",2015-07-24,NA,79,83,NA
GHM00065442,"KUMASI, GH",2015-07-25,0,75,NA,72
GHM00065442,"KUMASI, GH",2015-07-31,NA,76,82,NA
GHM00065442,"KUMASI, GH",2015-08-02,NA,76,NA,72
GHM00065442,"KUMASI, GH",2015-08-04,NA,77,82,NA
GHM00065442,"KUMASI, GH",2015-08-07,NA,75,81,71
GHM00065442,"KUMASI, GH",2015-08-08,NA,81,87,NA
GHM00065442,"KUMASI, GH",2015-08-09,NA,75,NA,72
GHM00065442,"KUMASI, GH",2015-08-10,0,76,NA,72
GHM00065442,"KUMASI, GH",2015-08-11,0.02,76,NA,72
GHM00065442,"KUMASI, GH",2015-08-12,0,81,87,NA
GHM00065442,"KUMASI, GH",2015-08-15,NA,75,81,72
GHM00065442,"KUMASI, GH",2015-08-18,NA,77,80,NA
GHM00065442,"KUMASI, GH",2015-08-19,0.04,77,82,73
GHM00065442,"KUMASI, GH",2015-08-20,0,76,NA,72
GHM00065442,"KUMASI, GH",2015-08-22,0,75,80,71
GHM00065442,"KUMASI, GH",2015-08-24,NA,79,86,70
GHM00065442,"KUMASI, GH",2015-08-25,NA,79,86,73
GHM00065442,"KUMASI, GH",2015-08-26,NA,78,NA,73
GHM00065442,"KUMASI, GH",2015-08-27,NA,75,NA,71
GHM00065442,"KUMASI, GH",2015-08-28,0.02,78,NA,71
GHM00065442,"KUMASI, GH",2015-08-29,0.02,81,89,72
GHM00065442,"KUMASI, GH",2015-08-30,0,80,88,73
GHM00065442,"KUMASI, GH",2015-09-01,NA,78,83,NA
GHM00065442,"KUMASI, GH",2015-09-02,NA,76,NA,73
GHM00065442,"KUMASI, GH",2015-09-03,NA,80,90,NA
GHM00065442,"KUMASI, GH",2015-09-04,NA,78,NA,73
GHM00065442,"KUMASI, GH",2015-09-05,NA,81,85,NA
GHM00065442,"KUMASI, GH",2015-09-07,NA,78,82,NA
GHM00065442,"KUMASI, GH",2015-09-08,NA,82,89,NA
GHM00065442,"KUMASI, GH",2015-09-09,NA,77,NA,72
GHM00065442,"KUMASI, GH",2015-09-10,NA,78,NA,NA
GHM00065442,"KUMASI, GH",2015-09-11,NA,75,NA,72
GHM00065442,"KUMASI, GH",2015-09-12,0.16,82,90,72
GHM00065442,"KUMASI, GH",2015-09-14,NA,79,NA,74
GHM00065442,"KUMASI, GH",2015-09-15,0,77,NA,73
GHM00065442,"KUMASI, GH",2015-09-16,0,76,NA,73
GHM00065442,"KUMASI, GH",2015-09-19,NA,78,86,72
GHM00065442,"KUMASI, GH",2015-11-27,NA,85,90,NA
GHM00065442,"KUMASI, GH",2015-11-28,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2015-11-30,NA,85,93,NA
GHM00065442,"KUMASI, GH",2015-12-01,NA,83,94,77
GHM00065442,"KUMASI, GH",2015-12-02,NA,83,92,NA
GHM00065442,"KUMASI, GH",2015-12-03,NA,80,90,75
GHM00065442,"KUMASI, GH",2015-12-05,NA,84,91,74
GHM00065442,"KUMASI, GH",2015-12-06,NA,87,92,NA
GHM00065442,"KUMASI, GH",2015-12-07,NA,86,90,NA
GHM00065442,"KUMASI, GH",2015-12-08,NA,82,NA,73
GHM00065442,"KUMASI, GH",2015-12-09,NA,79,NA,71
GHM00065442,"KUMASI, GH",2015-12-10,NA,85,94,NA
GHM00065442,"KUMASI, GH",2015-12-11,NA,81,NA,71
GHM00065442,"KUMASI, GH",2015-12-12,NA,84,94,NA
GHM00065442,"KUMASI, GH",2015-12-13,NA,83,92,75
GHM00065442,"KUMASI, GH",2015-12-14,NA,84,92,73
GHM00065442,"KUMASI, GH",2015-12-15,NA,80,NA,71
GHM00065442,"KUMASI, GH",2015-12-16,NA,80,91,68
GHM00065442,"KUMASI, GH",2015-12-17,NA,79,93,NA
GHM00065442,"KUMASI, GH",2015-12-18,NA,79,91,65
GHM00065442,"KUMASI, GH",2015-12-19,NA,80,92,NA
GHM00065442,"KUMASI, GH",2015-12-20,NA,82,92,NA
GHM00065442,"KUMASI, GH",2015-12-21,NA,83,93,NA
GHM00065442,"KUMASI, GH",2015-12-22,NA,84,94,NA
GHM00065442,"KUMASI, GH",2015-12-23,NA,80,94,70
GHM00065442,"KUMASI, GH",2015-12-24,NA,82,92,NA
GHM00065442,"KUMASI, GH",2015-12-25,NA,80,NA,74
GHM00065442,"KUMASI, GH",2015-12-26,NA,81,90,72
GHM00065442,"KUMASI, GH",2015-12-27,NA,82,92,NA
GHM00065442,"KUMASI, GH",2015-12-28,NA,81,NA,59
GHM00065442,"KUMASI, GH",2015-12-29,NA,83,95,72
GHM00065442,"KUMASI, GH",2015-12-30,NA,78,NA,68
GHM00065442,"KUMASI, GH",2015-12-31,NA,83,94,74
GHM00065442,"KUMASI, GH",2016-01-01,NA,89,94,NA
GHM00065442,"KUMASI, GH",2016-01-02,NA,83,92,72
GHM00065442,"KUMASI, GH",2016-01-03,NA,81,NA,72
GHM00065442,"KUMASI, GH",2016-01-04,NA,84,NA,NA
GHM00065442,"KUMASI, GH",2016-01-05,NA,83,94,72
GHM00065442,"KUMASI, GH",2016-01-06,NA,83,90,NA
GHM00065442,"KUMASI, GH",2016-01-07,NA,83,92,72
GHM00065442,"KUMASI, GH",2016-01-08,NA,85,96,75
GHM00065442,"KUMASI, GH",2016-01-10,NA,83,94,74
GHM00065442,"KUMASI, GH",2016-01-11,NA,85,96,75
GHM00065442,"KUMASI, GH",2016-01-12,NA,87,97,76
GHM00065442,"KUMASI, GH",2016-01-13,NA,84,NA,76
GHM00065442,"KUMASI, GH",2016-01-14,NA,86,95,NA
GHM00065442,"KUMASI, GH",2016-01-15,NA,84,94,75
GHM00065442,"KUMASI, GH",2016-01-16,NA,88,96,NA
GHM00065442,"KUMASI, GH",2016-01-17,NA,87,95,NA
GHM00065442,"KUMASI, GH",2016-01-18,NA,87,95,NA
GHM00065442,"KUMASI, GH",2016-01-19,NA,83,NA,NA
GHM00065442,"KUMASI, GH",2016-01-20,0.01,84,93,76
GHM00065442,"KUMASI, GH",2016-01-21,0,85,92,76
GHM00065442,"KUMASI, GH",2016-01-22,NA,84,95,74
GHM00065442,"KUMASI, GH",2016-01-23,NA,87,97,72
GHM00065442,"KUMASI, GH",2016-01-24,NA,83,NA,NA
GHM00065442,"KUMASI, GH",2016-01-25,NA,83,NA,73
GHM00065442,"KUMASI, GH",2016-01-26,NA,85,94,75
GHM00065442,"KUMASI, GH",2016-01-27,NA,85,94,NA
GHM00065442,"KUMASI, GH",2016-02-07,NA,87,97,75
GHM00065442,"KUMASI, GH",2016-02-08,NA,81,NA,77
GHM00065442,"KUMASI, GH",2016-02-10,NA,81,99,72
GHM00065442,"KUMASI, GH",2016-02-11,NA,85,99,71
GHM00065442,"KUMASI, GH",2016-02-12,NA,84,99,69
GHM00065442,"KUMASI, GH",2016-02-13,NA,85,96,NA
GHM00065442,"KUMASI, GH",2016-02-14,NA,87,95,77
GHM00065442,"KUMASI, GH",2016-02-15,NA,88,98,NA
GHM00065442,"KUMASI, GH",2016-02-16,NA,86,95,78
GHM00065442,"KUMASI, GH",2016-02-19,NA,91,99,78
GHM00065442,"KUMASI, GH",2016-02-20,NA,87,NA,78
GHM00065442,"KUMASI, GH",2016-02-21,NA,89,99,79
GHM00065442,"KUMASI, GH",2016-02-23,NA,88,NA,NA
GHM00065442,"KUMASI, GH",2016-02-24,NA,92,101,NA
GHM00065442,"KUMASI, GH",2016-02-25,NA,90,99,80
GHM00065442,"KUMASI, GH",2016-02-26,NA,86,NA,78
GHM00065442,"KUMASI, GH",2016-02-28,NA,85,97,80
GHM00065442,"KUMASI, GH",2016-02-29,NA,84,NA,78
GHM00065442,"KUMASI, GH",2016-03-01,0.04,83,95,74
GHM00065442,"KUMASI, GH",2016-03-02,0.02,89,NA,75
GHM00065442,"KUMASI, GH",2016-03-03,0,89,99,76
GHM00065442,"KUMASI, GH",2016-03-04,NA,84,NA,79
GHM00065442,"KUMASI, GH",2016-03-05,NA,85,NA,79
GHM00065442,"KUMASI, GH",2016-03-06,NA,89,99,80
GHM00065442,"KUMASI, GH",2016-03-07,NA,86,100,78
GHM00065442,"KUMASI, GH",2016-03-08,NA,85,NA,76
GHM00065442,"KUMASI, GH",2016-03-09,NA,83,NA,76
GHM00065442,"KUMASI, GH",2016-03-11,0,84,NA,76
GHM00065442,"KUMASI, GH",2016-03-15,NA,85,94,NA
GHM00065442,"KUMASI, GH",2016-03-17,0.35,85,92,78
GHM00065442,"KUMASI, GH",2016-03-19,0.83,77,NA,74
GHM00065442,"KUMASI, GH",2016-03-21,0.08,81,NA,72
GHM00065442,"KUMASI, GH",2016-03-22,0.04,83,NA,73
GHM00065442,"KUMASI, GH",2016-03-23,0,88,93,NA
GHM00065442,"KUMASI, GH",2016-03-25,NA,86,NA,76
GHM00065442,"KUMASI, GH",2016-03-26,NA,81,NA,76
GHM00065442,"KUMASI, GH",2016-03-27,NA,87,NA,NA
GHM00065442,"KUMASI, GH",2016-03-28,NA,86,91,NA
GHM00065442,"KUMASI, GH",2016-03-29,NA,81,NA,NA
GHM00065442,"KUMASI, GH",2016-03-30,NA,87,90,NA
GHM00065442,"KUMASI, GH",2016-03-31,NA,85,92,78
GHM00065442,"KUMASI, GH",2016-04-01,0.02,81,NA,76
GHM00065442,"KUMASI, GH",2016-04-03,NA,88,96,NA
GHM00065442,"KUMASI, GH",2016-04-05,NA,83,NA,78
GHM00065442,"KUMASI, GH",2016-04-06,0.79,83,NA,71
GHM00065442,"KUMASI, GH",2016-04-10,0.24,84,98,73
GHM00065442,"KUMASI, GH",2016-04-11,0.08,83,94,74
GHM00065442,"KUMASI, GH",2016-04-12,0,80,86,NA
GHM00065442,"KUMASI, GH",2016-04-13,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2016-04-15,0.51,84,90,76
GHM00065442,"KUMASI, GH",2016-04-16,0,85,92,76
GHM00065442,"KUMASI, GH",2016-04-19,NA,87,94,NA
GHM00065442,"KUMASI, GH",2016-04-20,NA,86,NA,78
GHM00065442,"KUMASI, GH",2016-04-21,0.59,83,92,73
GHM00065442,"KUMASI, GH",2016-04-22,0,83,93,74
GHM00065442,"KUMASI, GH",2016-04-23,0,83,NA,78
GHM00065442,"KUMASI, GH",2016-04-25,NA,80,NA,NA
GHM00065442,"KUMASI, GH",2016-04-26,NA,86,96,78
GHM00065442,"KUMASI, GH",2016-04-27,NA,86,94,79
GHM00065442,"KUMASI, GH",2016-04-28,NA,82,NA,NA
GHM00065442,"KUMASI, GH",2016-04-29,NA,83,92,NA
GHM00065442,"KUMASI, GH",2016-04-30,NA,83,NA,77
GHM00065442,"KUMASI, GH",2016-05-01,NA,84,NA,78
GHM00065442,"KUMASI, GH",2016-05-02,NA,87,92,NA
GHM00065442,"KUMASI, GH",2016-05-03,NA,83,93,77
GHM00065442,"KUMASI, GH",2016-05-04,NA,81,NA,75
GHM00065442,"KUMASI, GH",2016-05-05,NA,84,93,77
GHM00065442,"KUMASI, GH",2016-05-06,NA,82,94,NA
GHM00065442,"KUMASI, GH",2016-05-08,NA,79,NA,75
GHM00065442,"KUMASI, GH",2016-05-09,NA,84,93,76
GHM00065442,"KUMASI, GH",2016-05-10,NA,81,NA,77
GHM00065442,"KUMASI, GH",2016-05-11,NA,82,92,76
GHM00065442,"KUMASI, GH",2016-05-12,NA,76,90,NA
GHM00065442,"KUMASI, GH",2016-05-13,NA,82,90,NA
GHM00065442,"KUMASI, GH",2016-05-14,NA,84,91,NA
GHM00065442,"KUMASI, GH",2016-05-15,NA,82,89,75
GHM00065442,"KUMASI, GH",2016-05-16,0.16,81,89,72
GHM00065442,"KUMASI, GH",2016-05-17,0,80,90,75
GHM00065442,"KUMASI, GH",2016-05-18,0.47,79,89,73
GHM00065442,"KUMASI, GH",2016-05-19,0,83,90,NA
GHM00065442,"KUMASI, GH",2016-05-20,NA,80,89,75
GHM00065442,"KUMASI, GH",2016-05-21,0,81,91,NA
GHM00065442,"KUMASI, GH",2016-05-22,0.71,82,NA,73
GHM00065442,"KUMASI, GH",2016-05-23,0.55,77,NA,75
GHM00065442,"KUMASI, GH",2016-05-24,1.54,77,85,71
GHM00065442,"KUMASI, GH",2016-05-25,0.28,79,90,74
GHM00065442,"KUMASI, GH",2016-05-26,0,81,90,74
GHM00065442,"KUMASI, GH",2016-05-27,0.04,81,88,76
GHM00065442,"KUMASI, GH",2016-05-28,0,81,89,76
GHM00065442,"KUMASI, GH",2016-05-29,NA,80,89,76
GHM00065442,"KUMASI, GH",2016-05-30,NA,80,NA,75
GHM00065442,"KUMASI, GH",2016-05-31,NA,82,90,74
GHM00065442,"KUMASI, GH",2016-06-01,NA,85,90,NA
GHM00065442,"KUMASI, GH",2016-06-02,NA,80,90,76
GHM00065442,"KUMASI, GH",2016-06-03,NA,80,88,76
GHM00065442,"KUMASI, GH",2016-06-04,0,80,89,73
GHM00065442,"KUMASI, GH",2016-06-05,NA,80,91,NA
GHM00065442,"KUMASI, GH",2016-06-06,NA,80,91,71
GHM00065442,"KUMASI, GH",2016-06-07,0.02,80,91,73
GHM00065442,"KUMASI, GH",2016-06-08,0.08,81,NA,75
GHM00065442,"KUMASI, GH",2016-06-09,0,81,90,74
GHM00065442,"KUMASI, GH",2016-06-10,0.87,75,NA,70
GHM00065442,"KUMASI, GH",2016-06-15,NA,76,NA,72
GHM00065442,"KUMASI, GH",2016-06-22,NA,75,NA,73
GHM00065442,"KUMASI, GH",2016-06-24,NA,80,83,NA
GHM00065442,"KUMASI, GH",2016-06-25,0.75,78,85,74
